location_id,cluster,rainfall_regime,drought_risk,comprehensive_class,monthly_type,quarterly_type,seasonal_type,total_rainfall,mean_rainfall,rainy_days_percent,max_dry_spell,cv_rainfall,wettest_season,driest_season,wettest_quarter,driest_quarter,wet_months_count,dry_months_count
850793064,2,"High Rainfall, Less Seasonal",Low,"High Rainfall, Less Seasonal - Low Risk",Variable/Erratic,Heavy Q4 Dominant,Winter-Spring Dominant,107.8855089,0.3608211,71.90635452,4,1.376600021,MAM,JJA,Q4,Q3,0,5
850794320,0,"Very Low Rainfall, Hyper-Arid",Low,"Very Low Rainfall, Hyper-Arid - Low Risk",Mostly Dry Year,No Rainfall,No Rainfall,0,0,0,299,0,DJF,DJF,Q1,Q1,0,12
850804673,0,"Very Low Rainfall, Hyper-Arid",Low,"Very Low Rainfall, Hyper-Arid - Low Risk",Mostly Dry Year,No Rainfall,No Rainfall,0,0,0,299,0,DJF,DJF,Q1,Q1,0,12
850804674,0,"Very Low Rainfall, Hyper-Arid",Low,"Very Low Rainfall, Hyper-Arid - Low Risk",Mostly Dry Year,No Rainfall,No Rainfall,0,0,0,299,0,DJF,DJF,Q1,Q1,0,12
850804676,0,"Very Low Rainfall, Hyper-Arid",Low,"Very Low Rainfall, Hyper-Arid - Low Risk",Mostly Dry Year,No Rainfall,No Rainfall,0,0,0,299,0,DJF,DJF,Q1,Q1,0,12
850807136,0,"Very Low Rainfall, Hyper-Arid",Low,"Very Low Rainfall, Hyper-Arid - Low Risk",Mostly Dry Year,No Rainfall,No Rainfall,0,0,0,299,0,DJF,DJF,Q1,Q1,0,12
850809086,0,"Very Low Rainfall, Hyper-Arid",Low,"Very Low Rainfall, Hyper-Arid - Low Risk",Mostly Dry Year,No Rainfall,No Rainfall,0,0,0,299,0,DJF,DJF,Q1,Q1,0,12
850809087,2,"High Rainfall, Less Seasonal",Low,"High Rainfall, Less Seasonal - Low Risk",Mostly Dry Year,Heavy Q4 Dominant,Winter-Spring Dominant,52.5669848,0.175809314,71.57190635,4,1.392502292,MAM,JJA,Q4,Q3,0,12
850810624,0,"Very Low Rainfall, Hyper-Arid",Low,"Very Low Rainfall, Hyper-Arid - Low Risk",Mostly Dry Year,No Rainfall,No Rainfall,0,0,0,299,0,DJF,DJF,Q1,Q1,0,12
850810625,0,"Very Low Rainfall, Hyper-Arid",Low,"Very Low Rainfall, Hyper-Arid - Low Risk",Mostly Dry Year,No Rainfall,No Rainfall,0,0,0,299,0,DJF,DJF,Q1,Q1,0,12
850810626,0,"Very Low Rainfall, Hyper-Arid",Low,"Very Low Rainfall, Hyper-Arid - Low Risk",Mostly Dry Year,No Rainfall,No Rainfall,0,0,0,299,0,DJF,DJF,Q1,Q1,0,12
850810627,0,"Very Low Rainfall, Hyper-Arid",Low,"Very Low Rainfall, Hyper-Arid - Low Risk",Mostly Dry Year,No Rainfall,No Rainfall,0,0,0,299,0,DJF,DJF,Q1,Q1,0,12
850811615,0,"Very Low Rainfall, Hyper-Arid",Low,"Very Low Rainfall, Hyper-Arid - Low Risk",Mostly Dry Year,No Rainfall,No Rainfall,0,0,0,299,0,DJF,DJF,Q1,Q1,0,12
850811616,0,"Very Low Rainfall, Hyper-Arid",Low,"Very Low Rainfall, Hyper-Arid - Low Risk",Mostly Dry Year,No Rainfall,No Rainfall,0,0,0,299,0,DJF,DJF,Q1,Q1,0,12
850811617,0,"Very Low Rainfall, Hyper-Arid",Low,"Very Low Rainfall, Hyper-Arid - Low Risk",Mostly Dry Year,No Rainfall,No Rainfall,0,0,0,299,0,DJF,DJF,Q1,Q1,0,12
850811618,0,"Very Low Rainfall, Hyper-Arid",Low,"Very Low Rainfall, Hyper-Arid - Low Risk",Mostly Dry Year,No Rainfall,No Rainfall,0,0,0,299,0,DJF,DJF,Q1,Q1,0,12
850811619,2,"High Rainfall, Less Seasonal",Low,"High Rainfall, Less Seasonal - Low Risk",Mostly Dry Year,Heavy Q4 Dominant,Winter-Spring Dominant,52.5669848,0.175809314,71.57190635,4,1.392502292,MAM,JJA,Q4,Q3,0,12
850811620,0,"Very Low Rainfall, Hyper-Arid",Low,"Very Low Rainfall, Hyper-Arid - Low Risk",Mostly Dry Year,No Rainfall,No Rainfall,0,0,0,299,0,DJF,DJF,Q1,Q1,0,12
850811621,0,"Very Low Rainfall, Hyper-Arid",Low,"Very Low Rainfall, Hyper-Arid - Low Risk",Mostly Dry Year,No Rainfall,No Rainfall,0,0,0,299,0,DJF,DJF,Q1,Q1,0,12
850811622,0,"Very Low Rainfall, Hyper-Arid",Low,"Very Low Rainfall, Hyper-Arid - Low Risk",Mostly Dry Year,No Rainfall,No Rainfall,0,0,0,299,0,DJF,DJF,Q1,Q1,0,12
850813273,0,"Very Low Rainfall, Hyper-Arid",Low,"Very Low Rainfall, Hyper-Arid - Low Risk",Mostly Dry Year,No Rainfall,No Rainfall,0,0,0,299,0,DJF,DJF,Q1,Q1,0,12
850813274,0,"Very Low Rainfall, Hyper-Arid",Low,"Very Low Rainfall, Hyper-Arid - Low Risk",Mostly Dry Year,No Rainfall,No Rainfall,0,0,0,299,0,DJF,DJF,Q1,Q1,0,12
850813275,0,"Very Low Rainfall, Hyper-Arid",Low,"Very Low Rainfall, Hyper-Arid - Low Risk",Mostly Dry Year,No Rainfall,No Rainfall,0,0,0,299,0,DJF,DJF,Q1,Q1,0,12
850813276,0,"Very Low Rainfall, Hyper-Arid",Low,"Very Low Rainfall, Hyper-Arid - Low Risk",Mostly Dry Year,No Rainfall,No Rainfall,0,0,0,299,0,DJF,DJF,Q1,Q1,0,12
850813277,0,"Very Low Rainfall, Hyper-Arid",Low,"Very Low Rainfall, Hyper-Arid - Low Risk",Mostly Dry Year,No Rainfall,No Rainfall,0,0,0,299,0,DJF,DJF,Q1,Q1,0,12
850813278,0,"Very Low Rainfall, Hyper-Arid",Low,"Very Low Rainfall, Hyper-Arid - Low Risk",Mostly Dry Year,No Rainfall,No Rainfall,0,0,0,299,0,DJF,DJF,Q1,Q1,0,12
850813279,0,"Very Low Rainfall, Hyper-Arid",Low,"Very Low Rainfall, Hyper-Arid - Low Risk",Mostly Dry Year,No Rainfall,No Rainfall,0,0,0,299,0,DJF,DJF,Q1,Q1,0,12
850815135,0,"Very Low Rainfall, Hyper-Arid",Low,"Very Low Rainfall, Hyper-Arid - Low Risk",Mostly Dry Year,No Rainfall,No Rainfall,0,0,0,299,0,DJF,DJF,Q1,Q1,0,12
850815136,0,"Very Low Rainfall, Hyper-Arid",Low,"Very Low Rainfall, Hyper-Arid - Low Risk",Mostly Dry Year,No Rainfall,No Rainfall,0,0,0,299,0,DJF,DJF,Q1,Q1,0,12
850815137,0,"Very Low Rainfall, Hyper-Arid",Low,"Very Low Rainfall, Hyper-Arid - Low Risk",Mostly Dry Year,No Rainfall,No Rainfall,0,0,0,299,0,DJF,DJF,Q1,Q1,0,12
850815138,0,"Very Low Rainfall, Hyper-Arid",Low,"Very Low Rainfall, Hyper-Arid - Low Risk",Mostly Dry Year,No Rainfall,No Rainfall,0,0,0,299,0,DJF,DJF,Q1,Q1,0,12
850815139,0,"Very Low Rainfall, Hyper-Arid",Low,"Very Low Rainfall, Hyper-Arid - Low Risk",Mostly Dry Year,No Rainfall,No Rainfall,0,0,0,299,0,DJF,DJF,Q1,Q1,0,12
850815140,0,"Very Low Rainfall, Hyper-Arid",Low,"Very Low Rainfall, Hyper-Arid - Low Risk",Mostly Dry Year,No Rainfall,No Rainfall,0,0,0,299,0,DJF,DJF,Q1,Q1,0,12
850815141,0,"Very Low Rainfall, Hyper-Arid",Low,"Very Low Rainfall, Hyper-Arid - Low Risk",Mostly Dry Year,No Rainfall,No Rainfall,0,0,0,299,0,DJF,DJF,Q1,Q1,0,12
850815142,2,"High Rainfall, Less Seasonal",Low,"High Rainfall, Less Seasonal - Low Risk",Mostly Dry Year,Heavy Q4 Dominant,Winter-Spring Dominant,52.5669848,0.175809314,71.57190635,4,1.392502292,MAM,JJA,Q4,Q3,0,12
850815143,0,"Very Low Rainfall, Hyper-Arid",Low,"Very Low Rainfall, Hyper-Arid - Low Risk",Mostly Dry Year,No Rainfall,No Rainfall,0,0,0,299,0,DJF,DJF,Q1,Q1,0,12
850815144,0,"Very Low Rainfall, Hyper-Arid",Low,"Very Low Rainfall, Hyper-Arid - Low Risk",Mostly Dry Year,No Rainfall,No Rainfall,0,0,0,299,0,DJF,DJF,Q1,Q1,0,12
850815145,0,"Very Low Rainfall, Hyper-Arid",Low,"Very Low Rainfall, Hyper-Arid - Low Risk",Mostly Dry Year,No Rainfall,No Rainfall,0,0,0,299,0,DJF,DJF,Q1,Q1,0,12
850815146,0,"Very Low Rainfall, Hyper-Arid",Low,"Very Low Rainfall, Hyper-Arid - Low Risk",Mostly Dry Year,No Rainfall,No Rainfall,0,0,0,299,0,DJF,DJF,Q1,Q1,0,12
850815686,2,"High Rainfall, Less Seasonal",Low,"High Rainfall, Less Seasonal - Low Risk",Variable/Erratic,Heavy Q4 Dominant,Winter-Spring Dominant,105.1339696,0.351618627,71.57190635,4,1.392502292,MAM,JJA,Q4,Q3,0,5
850815687,0,"Very Low Rainfall, Hyper-Arid",Low,"Very Low Rainfall, Hyper-Arid - Low Risk",Mostly Dry Year,No Rainfall,No Rainfall,0,0,0,299,0,DJF,DJF,Q1,Q1,0,12
850815688,0,"Very Low Rainfall, Hyper-Arid",Low,"Very Low Rainfall, Hyper-Arid - Low Risk",Mostly Dry Year,No Rainfall,No Rainfall,0,0,0,299,0,DJF,DJF,Q1,Q1,0,12
850815689,0,"Very Low Rainfall, Hyper-Arid",Low,"Very Low Rainfall, Hyper-Arid - Low Risk",Mostly Dry Year,No Rainfall,No Rainfall,0,0,0,299,0,DJF,DJF,Q1,Q1,0,12
850815690,0,"Very Low Rainfall, Hyper-Arid",Low,"Very Low Rainfall, Hyper-Arid - Low Risk",Mostly Dry Year,No Rainfall,No Rainfall,0,0,0,299,0,DJF,DJF,Q1,Q1,0,12
850815691,0,"Very Low Rainfall, Hyper-Arid",Low,"Very Low Rainfall, Hyper-Arid - Low Risk",Mostly Dry Year,No Rainfall,No Rainfall,0,0,0,299,0,DJF,DJF,Q1,Q1,0,12
850817803,0,"Very Low Rainfall, Hyper-Arid",Low,"Very Low Rainfall, Hyper-Arid - Low Risk",Mostly Dry Year,No Rainfall,No Rainfall,0,0,0,299,0,DJF,DJF,Q1,Q1,0,12
850817804,0,"Very Low Rainfall, Hyper-Arid",Low,"Very Low Rainfall, Hyper-Arid - Low Risk",Mostly Dry Year,No Rainfall,No Rainfall,0,0,0,299,0,DJF,DJF,Q1,Q1,0,12
850817805,0,"Very Low Rainfall, Hyper-Arid",Low,"Very Low Rainfall, Hyper-Arid - Low Risk",Mostly Dry Year,No Rainfall,No Rainfall,0,0,0,299,0,DJF,DJF,Q1,Q1,0,12
850817806,0,"Very Low Rainfall, Hyper-Arid",Low,"Very Low Rainfall, Hyper-Arid - Low Risk",Mostly Dry Year,No Rainfall,No Rainfall,0,0,0,299,0,DJF,DJF,Q1,Q1,0,12
850817807,0,"Very Low Rainfall, Hyper-Arid",Low,"Very Low Rainfall, Hyper-Arid - Low Risk",Mostly Dry Year,No Rainfall,No Rainfall,0,0,0,299,0,DJF,DJF,Q1,Q1,0,12
850817808,0,"Very Low Rainfall, Hyper-Arid",Low,"Very Low Rainfall, Hyper-Arid - Low Risk",Mostly Dry Year,No Rainfall,No Rainfall,0,0,0,299,0,DJF,DJF,Q1,Q1,0,12
851243929,0,"Very Low Rainfall, Hyper-Arid",Low,"Very Low Rainfall, Hyper-Arid - Low Risk",Mostly Dry Year,No Rainfall,No Rainfall,0,0,0,299,0,DJF,DJF,Q1,Q1,0,12
920392823,0,"Very Low Rainfall, Hyper-Arid",Low,"Very Low Rainfall, Hyper-Arid - Low Risk",Mostly Dry Year,No Rainfall,No Rainfall,0,0,0,299,0,DJF,DJF,Q1,Q1,0,12
920392832,0,"Very Low Rainfall, Hyper-Arid",Low,"Very Low Rainfall, Hyper-Arid - Low Risk",Mostly Dry Year,No Rainfall,No Rainfall,0,0,0,299,0,DJF,DJF,Q1,Q1,0,12
920392833,0,"Very Low Rainfall, Hyper-Arid",Low,"Very Low Rainfall, Hyper-Arid - Low Risk",Mostly Dry Year,No Rainfall,No Rainfall,0,0,0,299,0,DJF,DJF,Q1,Q1,0,12
920392834,0,"Very Low Rainfall, Hyper-Arid",Low,"Very Low Rainfall, Hyper-Arid - Low Risk",Mostly Dry Year,No Rainfall,No Rainfall,0,0,0,299,0,DJF,DJF,Q1,Q1,0,12
920392846,0,"Very Low Rainfall, Hyper-Arid",Low,"Very Low Rainfall, Hyper-Arid - Low Risk",Mostly Dry Year,No Rainfall,No Rainfall,0,0,0,299,0,DJF,DJF,Q1,Q1,0,12
920392847,0,"Very Low Rainfall, Hyper-Arid",Low,"Very Low Rainfall, Hyper-Arid - Low Risk",Mostly Dry Year,No Rainfall,No Rainfall,0,0,0,299,0,DJF,DJF,Q1,Q1,0,12
920392848,0,"Very Low Rainfall, Hyper-Arid",Low,"Very Low Rainfall, Hyper-Arid - Low Risk",Mostly Dry Year,No Rainfall,No Rainfall,0,0,0,299,0,DJF,DJF,Q1,Q1,0,12
920392849,0,"Very Low Rainfall, Hyper-Arid",Low,"Very Low Rainfall, Hyper-Arid - Low Risk",Mostly Dry Year,No Rainfall,No Rainfall,0,0,0,299,0,DJF,DJF,Q1,Q1,0,12
920404762,0,"Very Low Rainfall, Hyper-Arid",Low,"Very Low Rainfall, Hyper-Arid - Low Risk",Mostly Dry Year,No Rainfall,No Rainfall,0,0,0,299,0,DJF,DJF,Q1,Q1,0,12
920419803,0,"Very Low Rainfall, Hyper-Arid",Low,"Very Low Rainfall, Hyper-Arid - Low Risk",Mostly Dry Year,No Rainfall,No Rainfall,0,0,0,299,0,DJF,DJF,Q1,Q1,0,12
999029289,0,"Very Low Rainfall, Hyper-Arid",Low,"Very Low Rainfall, Hyper-Arid - Low Risk",Mostly Dry Year,No Rainfall,No Rainfall,0,0,0,299,0,DJF,DJF,Q1,Q1,0,12
999029290,0,"Very Low Rainfall, Hyper-Arid",Low,"Very Low Rainfall, Hyper-Arid - Low Risk",Mostly Dry Year,No Rainfall,No Rainfall,0,0,0,299,0,DJF,DJF,Q1,Q1,0,12
999029306,0,"Very Low Rainfall, Hyper-Arid",Low,"Very Low Rainfall, Hyper-Arid - Low Risk",Mostly Dry Year,No Rainfall,No Rainfall,0,0,0,299,0,DJF,DJF,Q1,Q1,0,12
999029307,0,"Very Low Rainfall, Hyper-Arid",Low,"Very Low Rainfall, Hyper-Arid - Low Risk",Mostly Dry Year,No Rainfall,No Rainfall,0,0,0,299,0,DJF,DJF,Q1,Q1,0,12
999029308,0,"Very Low Rainfall, Hyper-Arid",Low,"Very Low Rainfall, Hyper-Arid - Low Risk",Mostly Dry Year,No Rainfall,No Rainfall,0,0,0,299,0,DJF,DJF,Q1,Q1,0,12
999029309,0,"Very Low Rainfall, Hyper-Arid",Low,"Very Low Rainfall, Hyper-Arid - Low Risk",Mostly Dry Year,No Rainfall,No Rainfall,0,0,0,299,0,DJF,DJF,Q1,Q1,0,12
999073917,0,"Very Low Rainfall, Hyper-Arid",Low,"Very Low Rainfall, Hyper-Arid - Low Risk",Mostly Dry Year,No Rainfall,No Rainfall,0,0,0,299,0,DJF,DJF,Q1,Q1,0,12
999073918,0,"Very Low Rainfall, Hyper-Arid",Low,"Very Low Rainfall, Hyper-Arid - Low Risk",Mostly Dry Year,No Rainfall,No Rainfall,0,0,0,299,0,DJF,DJF,Q1,Q1,0,12
1097270983,0,"Very Low Rainfall, Hyper-Arid",Low,"Very Low Rainfall, Hyper-Arid - Low Risk",Mostly Dry Year,No Rainfall,No Rainfall,0,0,0,299,0,DJF,DJF,Q1,Q1,0,12
1097270984,2,"High Rainfall, Less Seasonal",Low,"High Rainfall, Less Seasonal - Low Risk",Mostly Dry Year,Heavy Q4 Dominant,Winter-Spring Dominant,56.08346868,0.187570129,76.58862876,4,1.44748412,MAM,JJA,Q4,Q3,0,11
1097270989,0,"Very Low Rainfall, Hyper-Arid",Low,"Very Low Rainfall, Hyper-Arid - Low Risk",Mostly Dry Year,No Rainfall,No Rainfall,0,0,0,299,0,DJF,DJF,Q1,Q1,0,12
1097270991,2,"High Rainfall, Less Seasonal",Low,"High Rainfall, Less Seasonal - Low Risk",Mostly Dry Year,Heavy Q4 Dominant,Winter-Spring Dominant,56.08346868,0.187570129,76.58862876,4,1.44748412,MAM,JJA,Q4,Q3,0,11
1097270992,0,"Very Low Rainfall, Hyper-Arid",Low,"Very Low Rainfall, Hyper-Arid - Low Risk",Mostly Dry Year,No Rainfall,No Rainfall,0,0,0,299,0,DJF,DJF,Q1,Q1,0,12
1097270993,0,"Very Low Rainfall, Hyper-Arid",Low,"Very Low Rainfall, Hyper-Arid - Low Risk",Mostly Dry Year,No Rainfall,No Rainfall,0,0,0,299,0,DJF,DJF,Q1,Q1,0,12
1097275287,0,"Very Low Rainfall, Hyper-Arid",Low,"Very Low Rainfall, Hyper-Arid - Low Risk",Mostly Dry Year,No Rainfall,No Rainfall,0,0,0,299,0,DJF,DJF,Q1,Q1,0,12
1097275288,0,"Very Low Rainfall, Hyper-Arid",Low,"Very Low Rainfall, Hyper-Arid - Low Risk",Mostly Dry Year,No Rainfall,No Rainfall,0,0,0,299,0,DJF,DJF,Q1,Q1,0,12
1097275295,2,"High Rainfall, Less Seasonal",Low,"High Rainfall, Less Seasonal - Low Risk",Mostly Dry Year,Heavy Q4 Dominant,Winter-Spring Dominant,59.48115369,0.198933624,78.59531773,4,1.421142541,MAM,JJA,Q4,Q3,0,11
1097275296,0,"Very Low Rainfall, Hyper-Arid",Low,"Very Low Rainfall, Hyper-Arid - Low Risk",Mostly Dry Year,No Rainfall,No Rainfall,0,0,0,299,0,DJF,DJF,Q1,Q1,0,12
1097275303,0,"Very Low Rainfall, Hyper-Arid",Low,"Very Low Rainfall, Hyper-Arid - Low Risk",Mostly Dry Year,No Rainfall,No Rainfall,0,0,0,299,0,DJF,DJF,Q1,Q1,0,12
1097275322,0,"Very Low Rainfall, Hyper-Arid",Low,"Very Low Rainfall, Hyper-Arid - Low Risk",Mostly Dry Year,No Rainfall,No Rainfall,0,0,0,299,0,DJF,DJF,Q1,Q1,0,12
1097275333,0,"Very Low Rainfall, Hyper-Arid",Low,"Very Low Rainfall, Hyper-Arid - Low Risk",Mostly Dry Year,No Rainfall,No Rainfall,0,0,0,299,0,DJF,DJF,Q1,Q1,0,12
1097275334,0,"Very Low Rainfall, Hyper-Arid",Low,"Very Low Rainfall, Hyper-Arid - Low Risk",Mostly Dry Year,No Rainfall,No Rainfall,0,0,0,299,0,DJF,DJF,Q1,Q1,0,12
1097275336,2,"High Rainfall, Less Seasonal",Low,"High Rainfall, Less Seasonal - Low Risk",Mostly Dry Year,Heavy Q4 Dominant,Winter-Spring Dominant,59.48115369,0.198933624,78.59531773,4,1.421142541,MAM,JJA,Q4,Q3,0,11
1097275337,0,"Very Low Rainfall, Hyper-Arid",Low,"Very Low Rainfall, Hyper-Arid - Low Risk",Mostly Dry Year,No Rainfall,No Rainfall,0,0,0,299,0,DJF,DJF,Q1,Q1,0,12
1097275340,0,"Very Low Rainfall, Hyper-Arid",Low,"Very Low Rainfall, Hyper-Arid - Low Risk",Mostly Dry Year,No Rainfall,No Rainfall,0,0,0,299,0,DJF,DJF,Q1,Q1,0,12
1097275342,0,"Very Low Rainfall, Hyper-Arid",Low,"Very Low Rainfall, Hyper-Arid - Low Risk",Mostly Dry Year,No Rainfall,No Rainfall,0,0,0,299,0,DJF,DJF,Q1,Q1,0,12
1097275343,0,"Very Low Rainfall, Hyper-Arid",Low,"Very Low Rainfall, Hyper-Arid - Low Risk",Mostly Dry Year,No Rainfall,No Rainfall,0,0,0,299,0,DJF,DJF,Q1,Q1,0,12
1189000162,0,"Very Low Rainfall, Hyper-Arid",Low,"Very Low Rainfall, Hyper-Arid - Low Risk",Mostly Dry Year,No Rainfall,No Rainfall,0,0,0,299,0,DJF,DJF,Q1,Q1,0,12
1189000490,0,"Very Low Rainfall, Hyper-Arid",Low,"Very Low Rainfall, Hyper-Arid - Low Risk",Mostly Dry Year,No Rainfall,No Rainfall,0,0,0,299,0,DJF,DJF,Q1,Q1,0,12
1189000491,0,"Very Low Rainfall, Hyper-Arid",Low,"Very Low Rainfall, Hyper-Arid - Low Risk",Mostly Dry Year,No Rainfall,No Rainfall,0,0,0,299,0,DJF,DJF,Q1,Q1,0,12
1189002593,2,"High Rainfall, Less Seasonal",Low,"High Rainfall, Less Seasonal - Low Risk",Mostly Dry Year,Heavy Q4 Dominant,Winter-Spring Dominant,73.85234301,0.246997803,89.96655518,1,1.469635347,SON,JJA,Q4,Q3,0,10
1189002594,0,"Very Low Rainfall, Hyper-Arid",Low,"Very Low Rainfall, Hyper-Arid - Low Risk",Mostly Dry Year,No Rainfall,No Rainfall,0,0,0,299,0,DJF,DJF,Q1,Q1,0,12
1189002596,0,"Very Low Rainfall, Hyper-Arid",Low,"Very Low Rainfall, Hyper-Arid - Low Risk",Mostly Dry Year,No Rainfall,No Rainfall,0,0,0,299,0,DJF,DJF,Q1,Q1,0,12
1189003166,0,"Very Low Rainfall, Hyper-Arid",Low,"Very Low Rainfall, Hyper-Arid - Low Risk",Mostly Dry Year,No Rainfall,No Rainfall,0,0,0,299,0,DJF,DJF,Q1,Q1,0,12
1189003167,0,"Very Low Rainfall, Hyper-Arid",Low,"Very Low Rainfall, Hyper-Arid - Low Risk",Mostly Dry Year,No Rainfall,No Rainfall,0,0,0,299,0,DJF,DJF,Q1,Q1,0,12
1194723986,0,"Very Low Rainfall, Hyper-Arid",Low,"Very Low Rainfall, Hyper-Arid - Low Risk",Mostly Dry Year,No Rainfall,No Rainfall,0,0,0,299,0,DJF,DJF,Q1,Q1,0,12
